Province_State,Date,Confirmed,Deaths,Month,Day,Year
Texas,09-09-2021,3813680,59319,09,09,2021
Utah,09-09-2021,477790,2703,09,09,2021
Vermont,09-09-2021,29588,283,09,09,2021
Virgin Islands,09-09-2021,6182,63,09,09,2021
Virginia,09-09-2021,797348,12010,09,09,2021
Washington,09-09-2021,594344,6850,09,09,2021
West Virginia,09-09-2021,203403,3189,09,09,2021
Wisconsin,09-09-2021,751195,8589,09,09,2021
Wyoming,09-09-2021,79830,879,09,09,2021
Alabama,07-10-2021,554605,11402,07,10,2021
Alaska,07-10-2021,71731,379,07,10,2021
American Samoa,07-10-2021,0,0,07,10,2021
Arizona,07-10-2021,900636,18029,07,10,2021
Arkansas,07-10-2021,355460,5948,07,10,2021
California,07-10-2021,3899582,63420,07,10,2021
Colorado,07-10-2021,567247,6924,07,10,2021
Connecticut,07-10-2021,349969,8279,07,10,2021
Delaware,07-10-2021,110019,1695,07,10,2021
Diamond Princess,07-10-2021,49,0,07,10,2021
District of Columbia,07-10-2021,49455,1143,07,10,2021
Florida,07-10-2021,2404895,38157,07,10,2021
Georgia,07-10-2021,1139396,21486,07,10,2021
Grand Princess,07-10-2021,103,3,07,10,2021
Guam,07-10-2021,8431,141,07,10,2021
Hawaii,07-10-2021,38379,521,07,10,2021
Idaho,07-10-2021,195831,2165,07,10,2021
Illinois,07-10-2021,1395499,25756,07,10,2021
Indiana,07-10-2021,757062,13914,07,10,2021
Iowa,07-10-2021,374627,6149,07,10,2021
Kansas,07-10-2021,320999,5176,07,10,2021
Kentucky,07-10-2021,467246,7258,07,10,2021
Louisiana,07-10-2021,487558,10781,07,10,2021
Maine,07-10-2021,69220,862,07,10,2021
Maryland,07-10-2021,463107,9762,07,10,2021
Massachusetts,07-10-2021,710830,14524,07,10,2021
Michigan,07-10-2021,1001745,21059,07,10,2021
Minnesota,07-10-2021,606297,7715,07,10,2021
Mississippi,07-10-2021,324057,7439,07,10,2021
Missouri,07-10-2021,638573,9804,07,10,2021
Montana,07-10-2021,114240,1673,07,10,2021
Nebraska,07-10-2021,225171,2262,07,10,2021
Nevada,07-10-2021,338072,5720,07,10,2021
New Hampshire,07-10-2021,99708,1375,07,10,2021
New Jersey,07-10-2021,1025788,26501,07,10,2021
New Mexico,07-10-2021,206252,4354,07,10,2021
New York,07-10-2021,2119692,53524,07,10,2021
North Carolina,07-10-2021,1017435,13483,07,10,2021
North Dakota,07-10-2021,110640,1563,07,10,2021
Northern Mariana Islands,07-10-2021,183,2,07,10,2021
Ohio,07-10-2021,1114036,20584,07,10,2021
Oklahoma,07-10-2021,460682,7406,07,10,2021
Oregon,07-10-2021,210230,2792,07,10,2021
Pennsylvania,07-10-2021,1227864,27743,07,10,2021
Puerto Rico,07-10-2021,140708,2554,07,10,2021
Rhode Island,07-10-2021,152729,2730,07,10,2021
South Carolina,07-10-2021,598918,9846,07,10,2021
South Dakota,07-10-2021,124652,2039,07,10,2021
Tennessee,07-10-2021,869335,12534,07,10,2021
Texas,07-10-2021,3056224,52530,07,10,2021
Utah,07-10-2021,418976,2393,07,10,2021
Vermont,07-10-2021,24457,258,07,10,2021
Virgin Islands,07-10-2021,4005,32,07,10,2021
Virginia,07-10-2021,682433,11450,07,10,2021
Washington,07-10-2021,455103,5997,07,10,2021
West Virginia,07-10-2021,164465,2908,07,10,2021
Wisconsin,07-10-2021,678604,8182,07,10,2021
Wyoming,07-10-2021,62966,751,07,10,2021
Alabama,07-11-2021,554605,11402,07,11,2021
Alaska,07-11-2021,71731,379,07,11,2021
American Samoa,07-11-2021,0,0,07,11,2021
Arizona,07-11-2021,901439,18033,07,11,2021
Arkansas,07-11-2021,355460,5948,07,11,2021
California,07-11-2021,3905909,63494,07,11,2021
Colorado,07-11-2021,567624,6931,07,11,2021
Connecticut,07-11-2021,349969,8279,07,11,2021
Delaware,07-11-2021,110074,1695,07,11,2021
Diamond Princess,07-11-2021,49,0,07,11,2021
District of Columbia,07-11-2021,49455,1143,07,11,2021
Florida,07-11-2021,2404895,38157,07,11,2021
Georgia,07-11-2021,1139396,21486,07,11,2021
Grand Princess,07-11-2021,103,3,07,11,2021
Guam,07-11-2021,8431,141,07,11,2021
Hawaii,07-11-2021,38481,521,07,11,2021
Idaho,07-11-2021,195831,2165,07,11,2021
Illinois,07-11-2021,1395499,25755,07,11,2021
Indiana,07-11-2021,757062,13914,07,11,2021
Iowa,07-11-2021,374627,6149,07,11,2021
Kansas,07-11-2021,320999,5176,07,11,2021
Kentucky,07-11-2021,467448,7263,07,11,2021
Louisiana,07-11-2021,487558,10781,07,11,2021
Maine,07-11-2021,69220,862,07,11,2021
Maryland,07-11-2021,463186,9762,07,11,2021
Massachusetts,07-11-2021,710830,14524,07,11,2021
Michigan,07-11-2021,1001745,21059,07,11,2021
Minnesota,07-11-2021,606297,7715,07,11,2021
Mississippi,07-11-2021,324057,7439,07,11,2021
Missouri,07-11-2021,639668,9804,07,11,2021
Montana,07-11-2021,114240,1673,07,11,2021
Nebraska,07-11-2021,225171,2262,07,11,2021
Nevada,07-11-2021,338072,5720,07,11,2021
New Hampshire,07-11-2021,99708,1375,07,11,2021
New Jersey,07-11-2021,1026071,26505,07,11,2021
New Mexico,07-11-2021,206252,4354,07,11,2021
New York,07-11-2021,2120486,53526,07,11,2021
North Carolina,07-11-2021,1017435,13483,07,11,2021
North Dakota,07-11-2021,110642,1563,07,11,2021
Northern Mariana Islands,07-11-2021,183,2,07,11,2021
Ohio,07-11-2021,1114267,20591,07,11,2021
Oklahoma,07-11-2021,460682,7406,07,11,2021
Oregon,07-11-2021,210230,2792,07,11,2021
Pennsylvania,07-11-2021,1228067,27746,07,11,2021
Puerto Rico,07-11-2021,140847,2555,07,11,2021
Rhode Island,07-11-2021,152729,2730,07,11,2021
South Carolina,07-11-2021,598918,9846,07,11,2021
South Dakota,07-11-2021,124652,2039,07,11,2021
Tennessee,07-11-2021,869565,12542,07,11,2021
Texas,07-11-2021,3056830,52535,07,11,2021
Utah,07-11-2021,418976,2393,07,11,2021
Vermont,07-11-2021,24457,258,07,11,2021
Virgin Islands,07-11-2021,4005,32,07,11,2021
Virginia,07-11-2021,682673,11450,07,11,2021
Washington,07-11-2021,455103,5997,07,11,2021
West Virginia,07-11-2021,164465,2908,07,11,2021
Wisconsin,07-11-2021,678604,8182,07,11,2021
Wyoming,07-11-2021,62966,751,07,11,2021
Alabama,09-08-2021,732151,12488,09,08,2021
Alaska,09-08-2021,93632,456,09,08,2021
American Samoa,09-08-2021,0,0,09,08,2021
Arizona,09-08-2021,1037012,19079,09,08,2021
Arkansas,09-08-2021,467496,7142,09,08,2021
California,09-08-2021,4551857,66395,09,08,2021
Colorado,09-08-2021,642679,7563,09,08,2021
Connecticut,09-08-2021,377682,8415,09,08,2021
Delaware,09-08-2021,122956,1894,09,08,2021
Diamond Princess,09-08-2021,49,0,09,08,2021
District of Columbia,09-08-2021,56694,1163,09,08,2021
Florida,09-08-2021,3378772,46977,09,08,2021
Georgia,09-08-2021,1468410,23392,09,08,2021
Grand Princess,09-08-2021,103,3,09,08,2021
Guam,09-08-2021,11819,154,09,08,2021
Hawaii,09-08-2021,69144,626,09,08,2021
Idaho,09-08-2021,229597,2426,09,08,2021
Illinois,09-08-2021,1554350,26758,09,08,2021
Indiana,09-08-2021,889249,14709,09,08,2021
Iowa,09-08-2021,417152,6337,09,08,2021
Kansas,09-08-2021,383255,5697,09,08,2021
Kentucky,09-08-2021,609924,7935,09,08,2021
Louisiana,09-08-2021,705498,12915,09,08,2021
Maine,09-08-2021,78803,946,09,08,2021
Maryland,09-08-2021,505557,10115,09,08,2021
Massachusetts,09-08-2021,772742,14859,09,08,2021
Michigan,09-08-2021,1081179,21758,09,08,2021
Minnesota,09-08-2021,663248,7958,09,08,2021
Mississippi,09-08-2021,455282,8787,09,08,2021
Missouri,09-08-2021,781592,11291,09,08,2021
Montana,09-08-2021,131752,1828,09,08,2021
Nebraska,09-08-2021,250264,2353,09,08,2021
Nevada,09-08-2021,399234,6637,09,08,2021
New Hampshire,09-08-2021,110256,1431,09,08,2021
New Jersey,09-08-2021,1108291,27007,09,08,2021
New Mexico,09-08-2021,238430,4577,09,08,2021
New York,09-08-2021,2313361,54500,09,08,2021
North Carolina,09-08-2021,1267333,14894,09,08,2021
North Dakota,09-08-2021,120977,1599,09,08,2021
Northern Mariana Islands,09-08-2021,249,2,09,08,2021
Ohio,09-08-2021,1268841,21873,09,08,2021
Oklahoma,09-08-2021,572223,8208,09,08,2021
Oregon,09-08-2021,291978,3373,09,08,2021
Pennsylvania,09-08-2021,1340733,28446,09,08,2021
Puerto Rico,09-08-2021,175068,2949,09,08,2021
Rhode Island,09-08-2021,164725,2780,09,08,2021
South Carolina,09-08-2021,776342,10996,09,08,2021
South Dakota,09-08-2021,135538,2078,09,08,2021
Tennessee,09-08-2021,1117456,13819,09,08,2021
Texas,09-08-2021,3783846,58907,09,08,2021
Utah,09-08-2021,475625,2693,09,08,2021
Vermont,09-08-2021,29436,282,09,08,2021
Virgin Islands,09-08-2021,6102,63,09,08,2021
Virginia,09-08-2021,793396,11977,09,08,2021
Washington,09-08-2021,590281,6791,09,08,2021
West Virginia,09-08-2021,201660,3169,09,08,2021
Wisconsin,09-08-2021,749099,8557,09,08,2021
Wyoming,09-08-2021,79297,879,09,08,2021
Alabama,01-01-2021,365747,4872,01,01,2021
Alaska,01-01-2021,47019,206,01,01,2021
American Samoa,01-01-2021,0,0,01,01,2021
Arizona,01-01-2021,530267,9015,01,01,2021
Arkansas,01-01-2021,229442,3711,01,01,2021
California,01-01-2021,2434971,26298,01,01,2021
Colorado,01-01-2021,362438,5435,01,01,2021
Connecticut,01-01-2021,185708,5995,01,01,2021
Delaware,01-01-2021,58064,1065,01,01,2021
Diamond Princess,01-01-2021,49,0,01,01,2021
District of Columbia,01-01-2021,29252,788,01,01,2021
Florida,01-01-2021,1323315,21673,01,01,2021
Georgia,01-01-2021,677589,10958,01,01,2021
Grand Princess,01-01-2021,103,3,01,01,2021
Guam,01-01-2021,7326,122,01,01,2021
Hawaii,01-01-2021,22397,289,01,01,2021
Idaho,01-01-2021,141077,1436,01,01,2021
Illinois,01-01-2021,963389,17978,01,01,2021
Indiana,01-01-2021,517773,9468,01,01,2021
Iowa,01-01-2021,282980,3898,01,01,2021
Kansas,01-01-2021,229822,2892,01,01,2021
Kentucky,01-01-2021,265261,2623,01,01,2021
Louisiana,01-01-2021,315275,7488,01,01,2021
Maine,01-01-2021,24902,352,01,01,2021
Maryland,01-01-2021,280219,5942,01,01,2021
Massachusetts,01-01-2021,375178,10522,01,01,2021
Michigan,01-01-2021,528621,13018,01,01,2021
Minnesota,01-01-2021,415302,5382,01,01,2021
Mississippi,01-01-2021,218386,4816,01,01,2021
Missouri,01-01-2021,445019,5747,01,01,2021
Montana,01-01-2021,81555,961,01,01,2021
Nebraska,01-01-2021,167716,1668,01,01,2021
Nevada,01-01-2021,227046,3143,01,01,2021
New Hampshire,01-01-2021,45932,759,01,01,2021
New Jersey,01-01-2021,535043,19160,01,01,2021
New Mexico,01-01-2021,144142,2502,01,01,2021
New York,01-01-2021,995816,37973,01,01,2021
North Carolina,01-01-2021,539545,6748,01,01,2021
North Dakota,01-01-2021,92215,1316,01,01,2021
Northern Mariana Islands,01-01-2021,122,2,01,01,2021
Ohio,01-01-2021,700380,13766,01,01,2021
Oklahoma,01-01-2021,291209,2489,01,01,2021
Oregon,01-01-2021,113909,1477,01,01,2021
Pennsylvania,01-01-2021,657071,16245,01,01,2021
Puerto Rico,01-01-2021,77054,1521,01,01,2021
Rhode Island,01-01-2021,87949,1944,01,01,2021
South Carolina,01-01-2021,307507,5296,01,01,2021
South Dakota,01-01-2021,99164,1488,01,01,2021
Tennessee,01-01-2021,592168,6955,01,01,2021
Texas,01-01-2021,1822635,28416,01,01,2021
Utah,01-01-2021,276612,1269,01,01,2021
Vermont,01-01-2021,7412,136,01,01,2021
Virgin Islands,01-01-2021,2036,23,01,01,2021
Virginia,01-01-2021,354766,5081,01,01,2021
Washington,01-01-2021,246752,3461,01,01,2021
West Virginia,01-01-2021,87820,1361,01,01,2021
Wisconsin,01-01-2021,522523,5254,01,01,2021
Wyoming,01-01-2021,44409,438,01,01,2021
Alabama,05-21-2021,541673,11080,05,21,2021
Alaska,05-21-2021,69902,369,05,21,2021
American Samoa,05-21-2021,0,0,05,21,2021
Arizona,05-21-2021,875766,17531,05,21,2021
Arkansas,05-21-2021,339863,5811,05,21,2021
California,05-21-2021,3838351,61794,05,21,2021
Colorado,05-21-2021,548082,6657,05,21,2021
Connecticut,05-21-2021,346325,8212,05,21,2021
Delaware,05-21-2021,108166,1654,05,21,2021
Diamond Princess,05-21-2021,49,0,05,21,2021
District of Columbia,05-21-2021,48689,1125,05,21,2021
Florida,05-21-2021,2304860,36441,05,21,2021
Georgia,05-21-2021,1119012,20637,05,21,2021
Grand Princess,05-21-2021,103,3,05,21,2021
Guam,05-21-2021,8131,139,05,21,2021
Hawaii,05-21-2021,35726,494,05,21,2021
Idaho,05-21-2021,191068,2080,05,21,2021
Illinois,05-21-2021,1373457,24935,05,21,2021
Indiana,05-21-2021,738961,13547,05,21,2021
Iowa,05-21-2021,370363,6035,05,21,2021
Kansas,05-21-2021,314066,5058,05,21,2021
Kentucky,05-21-2021,455150,6698,05,21,2021
Louisiana,05-21-2021,467815,10522,05,21,2021
Maine,05-21-2021,66705,818,05,21,2021
Maryland,05-21-2021,457527,8973,05,21,2021
Massachusetts,05-21-2021,704345,14339,05,21,2021
Michigan,05-21-2021,985229,20051,05,21,2021
Minnesota,05-21-2021,597731,7447,05,21,2021
Mississippi,05-21-2021,316272,7279,05,21,2021
Missouri,05-21-2021,602362,9417,05,21,2021
Montana,05-21-2021,111161,1604,05,21,2021
Nebraska,05-21-2021,222884,2248,05,21,2021
Nevada,05-21-2021,322352,5552,05,21,2021
New Hampshire,05-21-2021,98168,1341,05,21,2021
New Jersey,05-21-2021,1013409,26070,05,21,2021
New Mexico,05-21-2021,201868,4131,05,21,2021
New York,05-21-2021,2092916,52888,05,21,2021
North Carolina,05-21-2021,995754,12958,05,21,2021
North Dakota,05-21-2021,109350,1537,05,21,2021
Northern Mariana Islands,05-21-2021,181,2,05,21,2021
Ohio,05-21-2021,1095746,20174,05,21,2021
Oklahoma,05-21-2021,451830,6918,05,21,2021
Oregon,05-21-2021,197851,2613,05,21,2021
Pennsylvania,05-21-2021,1206055,26958,05,21,2021
Puerto Rico,05-21-2021,137610,2471,05,21,2021
Rhode Island,05-21-2021,151258,2704,05,21,2021
South Carolina,05-21-2021,590314,9672,05,21,2021
South Dakota,05-21-2021,123911,2001,05,21,2021
Tennessee,05-21-2021,855816,12317,05,21,2021
Texas,05-21-2021,2979819,51081,05,21,2021
Utah,05-21-2021,403984,2289,05,21,2021
Vermont,05-21-2021,24065,255,05,21,2021
Virgin Islands,05-21-2021,3308,27,05,21,2021
Virginia,05-21-2021,672312,11074,05,21,2021
Washington,05-21-2021,427494,5702,05,21,2021
West Virginia,05-21-2021,159735,2772,05,21,2021
Wisconsin,05-21-2021,671909,7745,05,21,2021
Wyoming,05-21-2021,59661,713,05,21,2021
Alabama,05-20-2021,541230,11077,05,20,2021
Alaska,05-20-2021,69835,369,05,20,2021
American Samoa,05-20-2021,0,0,05,20,2021
Arizona,05-20-2021,875195,17509,05,20,2021
Arkansas,05-20-2021,339662,5808,05,20,2021
California,05-20-2021,3836987,61736,05,20,2021
Colorado,05-20-2021,547418,6654,05,20,2021
Connecticut,05-20-2021,346154,8208,05,20,2021
Delaware,05-20-2021,108031,1652,05,20,2021
Diamond Princess,05-20-2021,49,0,05,20,2021
District of Columbia,05-20-2021,48662,1125,05,20,2021
Florida,05-20-2021,2302489,36347,05,20,2021
Georgia,05-20-2021,1118308,20591,05,20,2021
Grand Princess,05-20-2021,103,3,05,20,2021
Guam,05-20-2021,8124,139,05,20,2021
Hawaii,05-20-2021,35665,492,05,20,2021
Idaho,05-20-2021,190900,2080,05,20,2021
Illinois,05-20-2021,1371884,24913,05,20,2021
Indiana,05-20-2021,738173,13525,05,20,2021
Iowa,05-20-2021,370194,6025,05,20,2021
Kansas,05-20-2021,313683,5054,05,20,2021
Kentucky,05-20-2021,454609,6693,05,20,2021
Louisiana,05-20-2021,467475,10517,05,20,2021
Maine,05-20-2021,66535,816,05,20,2021
Maryland,05-20-2021,457084,8959,05,20,2021
Massachusetts,05-20-2021,703897,14327,05,20,2021
Michigan,05-20-2021,983970,20013,05,20,2021
Minnesota,05-20-2021,597052,7426,05,20,2021
Mississippi,05-20-2021,316167,7278,05,20,2021
Missouri,05-20-2021,601794,9408,05,20,2021
Montana,05-20-2021,111025,1604,05,20,2021
Nebraska,05-20-2021,222780,2240,05,20,2021
Nevada,05-20-2021,322018,5550,05,20,2021
New Hampshire,05-20-2021,98091,1341,05,20,2021
New Jersey,05-20-2021,1012757,26053,05,20,2021
New Mexico,05-20-2021,201695,4126,05,20,2021
New York,05-20-2021,2091342,52863,05,20,2021
North Carolina,05-20-2021,994734,12950,05,20,2021
North Dakota,05-20-2021,109281,1537,05,20,2021
Northern Mariana Islands,05-20-2021,176,2,05,20,2021
Ohio,05-20-2021,1094742,20163,05,20,2021
Oklahoma,05-20-2021,451645,6918,05,20,2021
Oregon,05-20-2021,197356,2606,05,20,2021
Pennsylvania,05-20-2021,1204008,26938,05,20,2021
Puerto Rico,05-20-2021,137342,2466,05,20,2021
Rhode Island,05-20-2021,150948,2703,05,20,2021
South Carolina,05-20-2021,589846,9669,05,20,2021
South Dakota,05-20-2021,123877,2001,05,20,2021
Tennessee,05-20-2021,855301,12314,05,20,2021
Texas,05-20-2021,2978241,51040,05,20,2021
Utah,05-20-2021,403684,2279,05,20,2021
Vermont,05-20-2021,24026,255,05,20,2021
Virgin Islands,05-20-2021,3308,27,05,20,2021
Virginia,05-20-2021,671916,11068,05,20,2021
Washington,05-20-2021,425848,5690,05,20,2021
West Virginia,05-20-2021,159450,2769,05,20,2021
Wisconsin,05-20-2021,671445,7734,05,20,2021
Wyoming,05-20-2021,59590,713,05,20,2021
Alabama,11-28-2021,845108,16115,11,28,2021
Alaska,11-28-2021,150087,877,11,28,2021
American Samoa,11-28-2021,4,0,11,28,2021
Arizona,11-28-2021,1264848,22229,11,28,2021
Arkansas,11-28-2021,527587,8653,11,28,2021
California,11-28-2021,5069875,74106,11,28,2021
Colorado,11-28-2021,845167,9922,11,28,2021
Connecticut,11-28-2021,418473,8865,11,28,2021
Delaware,11-28-2021,152670,2173,11,28,2021
Diamond Princess,11-28-2021,49,0,11,28,2021
District of Columbia,11-28-2021,66510,1196,11,28,2021
Florida,11-28-2021,3721503,61147,11,28,2021
Georgia,11-28-2021,1659491,30358,11,28,2021
Grand Princess,11-28-2021,103,3,11,28,2021
Guam,11-28-2021,19163,263,11,28,2021
Hawaii,11-28-2021,87514,1018,11,28,2021
Idaho,11-28-2021,305762,3899,11,28,2021
Illinois,11-28-2021,1784906,29258,11,28,2021
Indiana,11-28-2021,1084488,17386,11,28,2021
Iowa,11-28-2021,522858,7354,11,28,2021
Kansas,11-28-2021,461743,6676,11,28,2021
Kentucky,11-28-2021,782476,10899,11,28,2021
Louisiana,11-28-2021,769051,14777,11,28,2021
Maine,11-28-2021,118489,1303,11,28,2021
Maryland,11-28-2021,584137,11186,11,28,2021
Massachusetts,11-28-2021,909705,15830,11,28,2021
Michigan,11-28-2021,1447230,25244,11,28,2021
Minnesota,11-28-2021,895229,9462,11,28,2021
Mississippi,11-28-2021,512632,10262,11,28,2021
Missouri,11-28-2021,903119,13025,11,28,2021
Montana,11-28-2021,190071,2631,11,28,2021
Nebraska,11-28-2021,307896,3146,11,28,2021
Nevada,11-28-2021,454980,7971,11,28,2021
New Hampshire,11-28-2021,155711,1683,11,28,2021
New Jersey,11-28-2021,1247213,28339,11,28,2021
New Mexico,11-28-2021,308091,5310,11,28,2021
New York,11-28-2021,2715335,57428,11,28,2021
North Carolina,11-28-2021,1524078,18676,11,28,2021
North Dakota,11-28-2021,161200,1915,11,28,2021
Northern Mariana Islands,11-28-2021,395,3,11,28,2021
Ohio,11-28-2021,1677741,27979,11,28,2021
Oklahoma,11-28-2021,662220,11847,11,28,2021
Oregon,11-28-2021,387485,5116,11,28,2021
Pennsylvania,11-28-2021,1725902,33283,11,28,2021
Puerto Rico,11-28-2021,188370,3269,11,28,2021
Rhode Island,11-28-2021,188561,2915,11,28,2021
South Carolina,11-28-2021,915684,14189,11,28,2021
South Dakota,11-28-2021,164292,2320,11,28,2021
Tennessee,11-28-2021,1312271,16944,11,28,2021
Texas,11-28-2021,4356699,73496,11,28,2021
Utah,11-28-2021,592130,3487,11,28,2021
Vermont,11-28-2021,48120,406,11,28,2021
Virgin Islands,11-28-2021,7490,85,11,28,2021
Virginia,11-28-2021,963739,14635,11,28,2021
Washington,11-28-2021,768151,9208,11,28,2021
West Virginia,11-28-2021,290909,4817,11,28,2021
Wisconsin,11-28-2021,968291,9944,11,28,2021
Wyoming,11-28-2021,110264,1347,11,28,2021
Alabama,11-29-2021,845284,16116,11,29,2021
Alaska,11-29-2021,150809,878,11,29,2021
American Samoa,11-29-2021,4,0,11,29,2021
Arizona,11-29-2021,1266809,22230,11,29,2021
Arkansas,11-29-2021,527794,8655,11,29,2021
California,11-29-2021,5075475,74310,11,29,2021
Colorado,11-29-2021,849008,9956,11,29,2021
Connecticut,11-29-2021,420785,8864,11,29,2021
Delaware,11-29-2021,152904,2173,11,29,2021
Diamond Princess,11-29-2021,49,0,11,29,2021
District of Columbia,11-29-2021,66857,1196,11,29,2021
Florida,11-29-2021,3721503,61538,11,29,2021
Georgia,11-29-2021,1662995,30471,11,29,2021
Grand Princess,11-29-2021,103,3,11,29,2021
Guam,11-29-2021,19179,263,11,29,2021
Hawaii,11-29-2021,87585,1018,11,29,2021
Idaho,11-29-2021,306209,3921,11,29,2021
Illinois,11-29-2021,1804163,29336,11,29,2021
Indiana,11-29-2021,1097128,17438,11,29,2021
Iowa,11-29-2021,522858,7354,11,29,2021
Kansas,11-29-2021,465725,6689,11,29,2021
Kentucky,11-29-2021,783409,10913,11,29,2021
Louisiana,11-29-2021,770305,14794,11,29,2021
Maine,11-29-2021,118748,1307,11,29,2021
Maryland,11-29-2021,584899,11190,11,29,2021
Massachusetts,11-29-2021,915495,15853,11,29,2021
Michigan,11-29-2021,1475053,25399,11,29,2021
Minnesota,11-29-2021,899739,9506,11,29,2021
Mississippi,11-29-2021,513622,10264,11,29,2021
Missouri,11-29-2021,908715,13033,11,29,2021
Montana,11-29-2021,190424,2638,11,29,2021
Nebraska,11-29-2021,308384,3146,11,29,2021
Nevada,11-29-2021,456803,7984,11,29,2021
New Hampshire,11-29-2021,160287,1694,11,29,2021
New Jersey,11-29-2021,1249454,28348,11,29,2021
New Mexico,11-29-2021,313139,5355,11,29,2021
New York,11-29-2021,2722936,57477,11,29,2021
North Carolina,11-29-2021,1532250,18714,11,29,2021
North Dakota,11-29-2021,162044,1915,11,29,2021
Northern Mariana Islands,11-29-2021,395,3,11,29,2021
Ohio,11-29-2021,1683472,28046,11,29,2021
Oklahoma,11-29-2021,666040,11903,11,29,2021
Oregon,11-29-2021,390066,5142,11,29,2021
Pennsylvania,11-29-2021,1731154,33308,11,29,2021
Puerto Rico,11-29-2021,188433,3269,11,29,2021
Rhode Island,11-29-2021,190975,2927,11,29,2021
South Carolina,11-29-2021,917833,14209,11,29,2021
South Dakota,11-29-2021,164867,2328,11,29,2021
Tennessee,11-29-2021,1314433,16987,11,29,2021
Texas,11-29-2021,4359886,73644,11,29,2021
Utah,11-29-2021,594606,3508,11,29,2021
Vermont,11-29-2021,49801,410,11,29,2021
Virgin Islands,11-29-2021,7511,86,11,29,2021
Virginia,11-29-2021,967209,14684,11,29,2021
Washington,11-29-2021,773069,9257,11,29,2021
West Virginia,11-29-2021,294014,4837,11,29,2021
Wisconsin,11-29-2021,974871,9955,11,29,2021
Wyoming,11-29-2021,110824,1347,11,29,2021
Alabama,06-12-2021,547323,11266,06,12,2021
Alaska,06-12-2021,70652,373,06,12,2021
American Samoa,06-12-2021,0,0,06,12,2021
Arizona,06-12-2021,886404,17761,06,12,2021
Arkansas,06-12-2021,343873,5860,06,12,2021
California,06-12-2021,3865719,62593,06,12,2021
Colorado,06-12-2021,557604,6790,06,12,2021
Connecticut,06-12-2021,348350,8261,06,12,2021
Delaware,06-12-2021,109322,1679,06,12,2021
Diamond Princess,06-12-2021,49,0,06,12,2021
District of Columbia,06-12-2021,49179,1138,06,12,2021
Florida,06-12-2021,2344321,37265,06,12,2021
Georgia,06-12-2021,1128467,21158,06,12,2021
Grand Princess,06-12-2021,103,3,06,12,2021
Guam,06-12-2021,8236,139,06,12,2021
Hawaii,06-12-2021,36975,506,06,12,2021
Idaho,06-12-2021,193515,2116,06,12,2021
Illinois,06-12-2021,1387297,25469,06,12,2021
Indiana,06-12-2021,749097,13745,06,12,2021
Iowa,06-12-2021,372523,6099,06,12,2021
Kansas,06-12-2021,316455,5107,06,12,2021
Kentucky,06-12-2021,462220,7155,06,12,2021
Louisiana,06-12-2021,475354,10648,06,12,2021
Maine,06-12-2021,68541,845,06,12,2021
Maryland,06-12-2021,461183,9683,06,12,2021
Massachusetts,06-12-2021,708836,14457,06,12,2021
Michigan,06-12-2021,996986,20778,06,12,2021
Minnesota,06-12-2021,603614,7596,06,12,2021
Mississippi,06-12-2021,319115,7353,06,12,2021
Missouri,06-12-2021,612552,9615,06,12,2021
Montana,06-12-2021,112761,1641,06,12,2021
Nebraska,06-12-2021,223792,2256,06,12,2021
Nevada,06-12-2021,327140,5622,06,12,2021
New Hampshire,06-12-2021,99068,1360,06,12,2021
New Jersey,06-12-2021,1019107,26324,06,12,2021
New Mexico,06-12-2021,204044,4297,06,12,2021
New York,06-12-2021,2108950,53330,06,12,2021
North Carolina,06-12-2021,1007698,13265,06,12,2021
North Dakota,06-12-2021,110204,1551,06,12,2021
Northern Mariana Islands,06-12-2021,183,2,06,12,2021
Ohio,06-12-2021,1106796,20427,06,12,2021
Oklahoma,06-12-2021,454394,7325,06,12,2021
Oregon,06-12-2021,204866,2729,06,12,2021
Pennsylvania,06-12-2021,1221847,27465,06,12,2021
Puerto Rico,06-12-2021,139364,2530,06,12,2021
Rhode Island,06-12-2021,152213,2722,06,12,2021
South Carolina,06-12-2021,594805,9776,06,12,2021
South Dakota,06-12-2021,124343,2026,06,12,2021
Tennessee,06-12-2021,862082,12430,06,12,2021
Texas,06-12-2021,3016863,51817,06,12,2021
Utah,06-12-2021,409364,2323,06,12,2021
Vermont,06-12-2021,24320,256,06,12,2021
Virgin Islands,06-12-2021,3690,28,06,12,2021
Virginia,06-12-2021,677671,11293,06,12,2021
Washington,06-12-2021,444166,5815,06,12,2021
West Virginia,06-12-2021,162939,2849,06,12,2021
Wisconsin,06-12-2021,676075,8013,06,12,2021
Wyoming,06-12-2021,61114,725,06,12,2021
Alabama,06-13-2021,547323,11266,06,13,2021
Alaska,06-13-2021,70652,373,06,13,2021
American Samoa,06-13-2021,0,0,06,13,2021
Arizona,06-13-2021,886752,17768,06,13,2021
Arkansas,06-13-2021,343964,5861,06,13,2021
California,06-13-2021,3866360,62588,06,13,2021
Colorado,06-13-2021,557833,6796,06,13,2021
Connecticut,06-13-2021,348350,8261,06,13,2021
Delaware,06-13-2021,109358,1679,06,13,2021
Diamond Princess,06-13-2021,49,0,06,13,2021
District of Columbia,06-13-2021,49179,1138,06,13,2021
Florida,06-13-2021,2344321,37265,06,13,2021
Georgia,06-13-2021,1128690,21158,06,13,2021
Grand Princess,06-13-2021,103,3,06,13,2021
Guam,06-13-2021,8236,139,06,13,2021
